type,release_year,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,dbscan_clusters,name
SHOW,2017,40,1.0,6.7,108.0,3.867,8.4,KR,1,drama,53,part-time idol
SHOW,2018,25,1.0,5.7,400.0,1.208,7.7,US,1,comedy,1,standup and away! with brian regan
SHOW,2017,13,3.0,6.2,417.0,8.924,7.6,CA,1,animation,12,super monsters
SHOW,2018,24,1.0,7.0,375.0,4.07,8.2,JP,1,animation,8,lost song
SHOW,2018,30,2.0,7.7,138.0,2.671,6.2,ID,1,comedy,-1,check the store next door
SHOW,2018,41,1.0,6.7,423.0,4.425,7.7,US,1,documentation,35,first and last
SHOW,2017,23,2.0,7.7,495.0,3.267,8.4,US,1,comedy,1,buddy thunderstruck
SHOW,2017,30,1.0,6.7,248.0,4.347,7.5,JP,1,drama,9,the many faces of ito
SHOW,2017,24,1.0,6.1,324.0,3.167,6.3,JP,1,scifi,11,id-0
SHOW,2018,50,1.0,6.1,166.0,0.6,4.0,US,1,reality,5,westside
SHOW,2017,54,1.0,7.3,900.0,2.108,6.7,FR,1,documentation,37,age of tanks
SHOW,2018,23,2.0,5.6,117.0,1.96,8.5,US,1,family,4,ponysitters club
SHOW,2018,42,1.0,6.5,220.0,1.091,6.2,JP,1,reality,61,rea(l)ove
SHOW,2018,98,1.0,7.2,388.0,2.087,7.8,TW,1,drama,38,on children
SHOW,2018,34,2.0,5.9,136.0,3.961,6.4,KR,1,comedy,29,the sound of your heart: reboot
SHOW,2018,18,2.0,7.5,694.0,4.925,8.8,CA,2,animation,12,cupcake & dino - general services
SHOW,2018,24,1.0,6.3,301.0,3.665,8.0,US,1,comedy,1,best.worst.weekend.ever.
SHOW,2018,26,2.0,5.7,481.0,9.166,7.0,US,1,comedy,1,prince of peoria
SHOW,2018,50,1.0,3.9,759.0,3.541,7.5,US,1,reality,5,made in mexico
SHOW,2018,44,1.0,6.6,202.0,3.473,8.2,TH,1,drama,74,bangkok love stories 2: innocence
SHOW,2018,48,1.0,7.1,97.0,1.429,7.7,TH,1,drama,74,the judgement
SHOW,2018,26,1.0,6.7,209.0,2.519,7.1,KR,1,comedy,29,yg future strategy office
SHOW,2017,85,1.0,7.3,30.0,2.319,1.0,TW,1,drama,38,what she put on the table
SHOW,2018,69,2.0,6.1,159.0,1.4,8.0,TW,1,drama,38,a taiwanese tale of two cities
SHOW,2018,33,1.0,6.5,824.0,5.086,7.8,MX,1,comedy,75,club de cuervos presents: the ballad of hugo sánchez
SHOW,2018,46,1.0,6.8,78.0,1.342,5.0,JP,1,drama,9,jimmy: the true story of a true idiot
SHOW,2017,85,1.0,2.3,137.0,1.772,8.3,TW,1,drama,38,a house of blocks
SHOW,2017,42,1.0,5.4,160.0,0.6,7.2,US,1,drama,13,justice: qalb al adala
SHOW,2018,44,1.0,5.7,17.0,5.027,2.7,CN,1,drama,45,memories of love
SHOW,2017,89,2.0,7.9,323.0,1.699,7.0,TW,1,drama,38,a boy named flora a
SHOW,2018,2,1.0,6.4,6.0,0.84,10.0,CA,1,family,84,dance & sing with true
SHOW,2018,24,1.0,6.8,104.0,1.875,6.5,JP,1,comedy,27,the could've-gone-all-the-way committee
SHOW,2018,18,3.0,4.9,711.0,0.902,6.0,US,1,documentation,35,follow this
SHOW,2018,45,1.0,7.5,225.0,3.082,8.2,CN,1,drama,45,here to heart
SHOW,2018,12,2.0,3.5,99.0,0.6,4.0,IN,1,animation,-1,little singham
SHOW,2018,24,2.0,4.8,47.0,2.75,6.0,US,1,animation,25,luna petunia return to amazia
SHOW,2017,50,2.0,6.6,145.0,4.376,10.0,MX,1,action,-1,the unknown hitman: the story of el cholo adrián
SHOW,2017,80,1.0,7.8,116.0,1.332,7.0,TW,1,drama,38,life plan a and b
SHOW,2017,20,1.0,6.2,24.0,0.663,8.0,US,1,documentation,35,highland: thailand's marijuana awakening
SHOW,2019,50,3.0,8.0,230211.0,388.952,8.7,US,1,comedy,1,the umbrella academy
SHOW,2020,42,3.0,6.0,2625.0,30.911,8.5,US,1,horror,-1,the secret of skinwalker ranch
SHOW,2019,44,4.0,7.4,36459.0,169.37,8.034,US,1,drama,13,virgin river
SHOW,2019,25,3.0,8.7,93604.0,94.263,8.809,JP,1,scifi,11,demon slayer: kimetsu no yaiba
SHOW,2019,13,3.0,8.4,131937.0,156.46,8.3,US,1,scifi,2,"love, death & robots"
SHOW,2019,41,4.0,7.5,11409.0,39.136,7.9,US,1,drama,13,in the dark
SHOW,2019,24,2.0,8.8,32535.0,15.663,8.6,JP,1,animation,8,vinland saga
SHOW,2019,24,3.0,7.3,7023.0,18.246,7.2,US,1,comedy,1,tuca & bertie
SHOW,2019,28,2.0,7.8,91649.0,18.072,7.5,US,1,comedy,1,russian doll
SHOW,2020,24,5.0,7.5,8022.0,259.059,8.0,US,1,action,10,jurassic world: camp cretaceous
SHOW,2019,58,2.0,8.2,472202.0,101.869,8.244,US,1,scifi,2,the witcher
SHOW,2020,62,4.0,7.3,129085.0,106.118,8.2,US,1,drama,13,bridgerton
SHOW,2020,38,3.0,6.9,8895.0,473.002,8.2,MX,1,drama,39,control z
SHOW,2019,28,3.0,8.4,129243.0,19.931,7.843,GB,1,comedy,0,after life
SHOW,2019,59,2.0,7.5,4906.0,3.97,7.8,US,1,documentation,35,surviving r. kelly
SHOW,2019,42,3.0,7.0,2216.0,63.359,7.5,US,1,thriller,47,are you afraid of the dark?
SHOW,2019,42,4.0,7.1,1011.0,8.132,8.6,US,1,documentation,35,the unxplained
SHOW,2020,56,1.0,8.6,420100.0,82.702,8.624,US,1,drama,13,the queen's gambit
SHOW,2019,41,4.0,6.1,12343.0,46.094,8.1,US,1,scifi,2,"roswell, new mexico"
SHOW,2019,52,4.0,8.3,251168.0,273.962,8.358,GB,1,drama,41,sex education
SHOW,2019,31,2.0,8.0,74989.0,26.155,7.299,US,1,thriller,47,dead to me
SHOW,2019,29,2.0,6.6,4912.0,28.789,6.715,LU,1,crime,-1,capitani
SHOW,2019,16,3.0,7.9,11900.0,8.873,6.6,US,1,comedy,1,i think you should leave with tim robinson
SHOW,2019,38,6.0,8.6,38345.0,40.781,8.4,GB,1,documentation,64,formula 1: drive to survive
SHOW,2020,50,1.0,9.1,115915.0,27.702,8.2,US,1,documentation,35,the last dance
SHOW,2020,48,3.0,7.4,72031.0,48.22,8.1,US,1,drama,13,locke & key
SHOW,2020,49,2.0,7.5,45815.0,39.319,8.555,US,1,thriller,47,outer banks
SHOW,2020,29,2.0,6.9,86631.0,42.991,7.995,US,1,drama,13,emily in paris
SHOW,2019,48,1.0,8.4,98384.0,20.378,8.1,US,1,drama,13,unbelievable
SHOW,2019,48,2.0,8.3,44874.0,42.052,8.4,KR,1,action,33,kingdom
SHOW,2019,26,3.0,7.1,3034.0,23.841,7.2,CA,1,reality,66,blown away
SHOW,2019,45,1.0,7.4,14895.0,22.746,7.7,FR,1,thriller,-1,marianne
SHOW,2020,30,2.0,6.7,63379.0,21.173,6.6,US,1,comedy,1,space force
SHOW,2019,42,2.0,8.6,5846.0,5.852,7.9,AU,1,reality,43,love on the spectrum
SHOW,2020,28,4.0,7.8,47000.0,47.843,8.183,US,1,comedy,1,never have i ever
SHOW,2020,45,1.0,7.3,48298.0,11.603,7.4,GB,1,thriller,58,the stranger
SHOW,2019,23,2.0,8.3,36018.0,42.367,8.843,JP,1,animation,8,the promised neverland
SHOW,2020,88,1.0,6.8,45971.0,25.177,7.142,GB,1,drama,41,dracula
SHOW,2020,82,1.0,7.4,8829.0,9.22,7.5,US,1,war,48,the comey rule
SHOW,2019,39,2.0,6.5,29318.0,30.795,7.1,US,1,scifi,2,black summer
SHOW,2020,19,2.0,7.2,1331.0,121.132,8.6,CN,1,scifi,79,the daily life of the immortal king
SHOW,2020,47,2.0,7.6,49446.0,71.018,8.2,JP,1,action,7,alice in borderland
SHOW,2019,51,1.0,8.4,24419.0,23.53,7.8,US,2,scifi,2,the dark crystal: age of resistance
SHOW,2019,74,1.0,8.9,116560.0,20.965,8.2,US,1,drama,13,when they see us
SHOW,2020,55,1.0,7.3,99047.0,29.636,7.8,US,1,thriller,47,the haunting of bly manor
SHOW,2020,50,2.0,7.3,17689.0,17.137,7.9,US,1,drama,13,sweet magnolias
SHOW,2020,43,2.0,6.8,30243.0,45.891,7.9,US,1,action,10,warrior nun
SHOW,2019,62,1.0,8.0,51559.0,13.548,7.7,GB,1,documentation,64,don't f**k with cats: hunting an internet killer
SHOW,2020,55,1.0,7.0,5902.0,7.002,6.846,DE,1,history,-1,the defeated
SHOW,2019,50,1.0,6.4,3491.0,6.904,6.9,US,1,documentation,35,the family
SHOW,2020,36,2.0,7.1,31559.0,22.983,7.5,BE,1,scifi,-1,into the night
SHOW,2020,25,2.0,7.5,10690.0,9.986,7.4,GB,1,drama,41,feel good
SHOW,2020,47,2.0,7.5,36863.0,118.364,8.067,NO,1,thriller,-1,ragnarok
SHOW,2020,54,5.0,6.1,7863.0,1.4,7.7,US,1,reality,5,love is blind
SHOW,2020,45,2.0,6.9,11377.0,72.638,7.1,GB,1,thriller,58,young wallander
SHOW,2020,50,1.0,7.5,36052.0,11.855,7.6,US,1,drama,13,hollywood
SHOW,2019,50,1.0,9.3,42259.0,19.942,8.8,GB,1,documentation,64,our planet
SHOW,2019,31,2.0,8.2,5107.0,7.305,7.8,US,1,documentation,35,the chef show
SHOW,2020,48,2.0,6.6,705.0,19.64,7.0,CA,1,reality,66,big timber
SHOW,2019,43,2.0,7.1,14799.0,33.326,7.8,US,1,scifi,2,raising dion
SHOW,2020,54,2.0,7.2,54291.0,35.227,7.8,US,1,drama,13,ratched
SHOW,2019,43,2.0,7.5,22182.0,14.713,7.4,US,1,comedy,1,the politician
SHOW,2020,62,1.0,7.1,466.0,4.435,7.9,KR,1,thriller,60,the cursed
SHOW,2020,25,1.0,8.1,8262.0,23.072,8.6,JP,1,scifi,11,dorohedoro
SHOW,2019,56,1.0,7.0,28647.0,21.138,7.7,US,1,drama,13,the society
SHOW,2020,54,1.0,8.0,76083.0,15.173,7.9,DE,1,drama,68,unorthodox
SHOW,2019,48,1.0,7.4,5174.0,9.883,7.0,BE,1,thriller,-1,the twelve
SHOW,2020,47,1.0,7.2,23709.0,37.819,7.396,DE,1,drama,68,barbarians
SHOW,2019,47,3.0,7.6,6288.0,10.08,7.4,US,1,documentation,35,the movies that made us
SHOW,2020,55,1.0,5.8,29864.0,30.279,7.4,US,1,action,10,cursed
SHOW,2019,22,1.0,6.7,289.0,13.663,7.2,CA,1,comedy,21,lego jurassic world: legend of isla nublar
SHOW,2019,26,2.0,7.2,30624.0,9.447,6.8,US,1,drama,13,living with yourself
SHOW,2019,58,1.0,7.8,14008.0,14.215,7.7,GB,1,drama,41,giri/haji
SHOW,2019,53,1.0,7.9,41237.0,16.993,7.6,FR,1,drama,51,the spy
SHOW,2020,22,1.0,6.9,563.0,1.4,6.0,JP,1,animation,8,pokémon journeys: the series
SHOW,2020,57,1.0,7.1,23816.0,9.369,7.2,US,1,documentation,35,jeffrey epstein: filthy rich
SHOW,2020,12,2.0,7.3,105.0,10.114,4.0,PL,1,animation,-1,bogdan boner: egzorcysta
SHOW,2019,47,1.0,7.1,13467.0,11.145,6.8,IS,1,crime,-1,the valhalla murders
SHOW,2019,45,1.0,7.3,8248.0,9.163,7.4,GB,1,romance,-1,the last czars
SHOW,2019,36,5.0,6.4,6217.0,8.686,7.0,US,1,reality,5,selling sunset
SHOW,2019,54,4.0,6.8,2095.0,5.621,7.0,GB,1,reality,18,glow up: britain's next make-up star
SHOW,2020,21,1.0,7.5,58674.0,27.985,8.2,US,1,drama,13,i am not okay with this
SHOW,2019,54,1.0,6.3,15243.0,19.664,6.6,US,1,drama,13,what / if
SHOW,2020,49,2.0,7.3,9492.0,18.654,7.8,US,1,documentation,35,unsolved mysteries
SHOW,2020,56,2.0,8.1,6271.0,8.36,7.4,US,1,documentation,35,cheer
SHOW,2019,10,2.0,7.1,1282.0,12.626,8.2,US,1,scifi,2,dc super hero girls
SHOW,2019,48,2.0,6.7,27943.0,27.883,7.9,US,1,scifi,2,the order
SHOW,2020,39,1.0,8.0,6586.0,17.742,7.8,US,1,documentation,35,down to earth with zac efron
SHOW,2020,23,3.0,8.3,5618.0,24.191,8.4,US,1,comedy,1,kipo and the age of wonderbeasts
SHOW,2020,25,2.0,6.2,2397.0,11.482,6.5,JP,1,scifi,11,ghost in the shell: sac_2045
SHOW,2019,44,1.0,8.8,6181.0,30.895,8.5,CN,1,action,31,the untamed
SHOW,2020,42,3.0,4.6,12230.0,20.633,6.8,US,1,reality,5,too hot to handle
SHOW,2019,42,2.0,5.2,35536.0,56.037,6.1,US,1,scifi,2,another life
SHOW,2020,31,2.0,7.4,7896.0,13.59,7.3,SE,1,comedy,-1,love & anarchy
SHOW,2019,47,2.0,6.1,7000.0,21.788,7.3,US,1,crime,20,l.a.'s finest
SHOW,2019,50,1.0,8.7,8622.0,7.929,8.6,GB,1,documentation,64,greatest events of wwii in colour
SHOW,2020,44,2.0,7.5,77790.0,9.63,7.0,US,1,documentation,35,tiger king
SHOW,2019,49,3.0,7.8,17005.0,17.659,8.0,BE,1,drama,-1,undercover
SHOW,2019,44,2.0,7.6,18213.0,12.302,7.429,GB,1,crime,46,criminal: uk
SHOW,2019,51,1.0,6.6,3130.0,4.526,6.8,GB,1,war,67,traitors
SHOW,2019,48,2.0,7.6,1868.0,52.228,8.4,ES,1,comedy,65,merli: dare to know
SHOW,2020,62,1.0,7.4,2216.0,29.819,7.5,KR,1,drama,53,backstreet rookie
SHOW,2019,43,1.0,6.6,5254.0,15.001,7.9,US,1,thriller,47,dare me
SHOW,2019,80,1.0,8.2,8405.0,32.042,8.7,KR,1,romance,-1,hotel del luna
SHOW,2019,44,1.0,6.4,12921.0,15.475,7.3,US,1,scifi,2,wu assassins
SHOW,2019,51,2.0,7.2,12713.0,13.757,7.5,RU,1,thriller,-1,to the lake
SHOW,2020,49,1.0,7.6,11426.0,16.492,7.9,US,1,comedy,1,teenage bounty hunters
SHOW,2020,50,1.0,6.6,23787.0,16.426,6.8,US,1,drama,13,away
SHOW,2020,31,2.0,5.3,2429.0,9.617,7.8,US,1,reality,5,floor is lava
SHOW,2020,2,1.0,8.4,9725.0,13.926,8.584,US,1,scifi,2,julie and the phantoms
SHOW,2019,32,3.0,7.9,31516.0,26.381,8.3,DE,1,comedy,85,how to sell drugs online (fast)
SHOW,2019,24,3.0,6.8,2089.0,30.084,7.1,JP,1,animation,8,ultraman
SHOW,2020,34,2.0,6.5,7420.0,122.06,7.3,MX,1,thriller,-1,dark desire
SHOW,2020,52,5.0,7.2,6901.0,7.905,7.7,US,1,reality,5,the circle
SHOW,2019,23,2.0,7.7,9782.0,66.572,8.7,JP,1,animation,8,beastars
SHOW,2020,45,1.0,7.6,42667.0,19.659,7.4,US,1,drama,13,messiah
SHOW,2020,42,2.0,5.4,1506.0,6.857,6.7,US,1,reality,5,get organized with the home edit
SHOW,2019,47,1.0,6.6,19654.0,18.304,7.3,US,1,scifi,2,daybreak
SHOW,2020,54,1.0,7.7,7261.0,3.063,8.4,US,1,documentation,35,the pharmacist
SHOW,2020,17,1.0,7.3,1086.0,1.4,7.3,US,1,comedy,1,schulz saves america
SHOW,2019,44,1.0,6.9,4202.0,9.477,7.0,CA,1,drama,19,northern rescue
SHOW,2020,70,1.0,8.2,12780.0,36.591,8.5,KR,1,drama,53,itaewon class
SHOW,2019,46,1.0,7.5,21276.0,16.469,7.3,SE,1,drama,76,quicksand
SHOW,2020,80,1.0,8.1,9697.0,32.075,8.4,KR,1,drama,53,start-up
SHOW,2019,44,3.0,6.6,1172.0,42.611,8.2,BR,1,drama,77,sintonia
SHOW,2020,76,1.0,8.6,22346.0,50.095,8.6,KR,1,drama,53,it's okay to not be okay
SHOW,2019,75,2.0,7.7,3826.0,14.707,7.933,KR,1,comedy,29,her private life
SHOW,2020,51,1.0,8.6,5310.0,2.329,8.0,US,1,comedy,1,middleditch & schwartz
SHOW,2019,17,2.0,7.1,16027.0,19.49,7.4,US,1,drama,13,bonding
SHOW,2019,59,1.0,7.8,27439.0,14.137,7.6,US,1,documentation,35,conversations with a killer: the ted bundy tapes
SHOW,2020,52,1.0,7.1,7354.0,10.282,6.9,US,1,crime,20,fear city: new york vs the mafia
SHOW,2019,53,1.0,7.9,10892.0,6.426,7.5,US,1,documentation,35,inside bill's brain: decoding bill gates
SHOW,2020,64,1.0,8.1,6033.0,28.255,8.8,KR,1,drama,53,the uncanny counter
SHOW,2020,23,1.0,7.9,4902.0,13.641,7.6,JP,1,drama,9,great pretender
SHOW,2020,32,1.0,7.3,4270.0,8.545,8.1,US,1,comedy,1,the baker and the beauty
SHOW,2019,42,1.0,6.0,13745.0,19.7,7.7,US,1,scifi,2,v wars
SHOW,2020,42,1.0,7.4,7912.0,13.282,7.6,US,1,documentation,35,high score
SHOW,2019,22,2.0,7.6,9434.0,6.88,6.7,US,1,comedy,1,special
SHOW,2019,31,2.0,7.9,2760.0,4.101,7.9,US,1,documentation,35,street food
SHOW,2020,68,1.0,7.2,213.0,4.131,7.0,KR,1,comedy,29,oh my baby
SHOW,2019,42,4.0,6.8,7359.0,20.911,7.0,ES,1,crime,80,high seas
SHOW,2019,44,1.0,6.4,8455.0,13.586,6.8,US,1,drama,13,chambers
SHOW,2020,47,1.0,5.9,7468.0,8.039,7.1,GB,1,action,22,the letter for the king
SHOW,2019,46,1.0,7.6,13370.0,6.571,7.2,US,2,crime,20,the devil next door
SHOW,2020,55,1.0,6.6,16768.0,14.393,6.8,GB,1,drama,41,white lines
SHOW,2020,49,1.0,7.6,14066.0,14.067,8.1,US,1,drama,13,spinning out
SHOW,2019,56,1.0,7.4,7930.0,10.445,7.5,US,1,drama,13,tales of the city
SHOW,2020,53,1.0,7.5,9327.0,8.085,6.8,AU,1,drama,14,stateless
SHOW,2019,22,2.0,6.5,602.0,1.802,9.7,ES,1,action,86,power rangers beast morphers
SHOW,2020,25,1.0,7.2,2440.0,14.208,7.86,JP,1,action,7,darwin's game
SHOW,2019,42,1.0,5.7,3041.0,8.783,5.9,FR,1,drama,51,osmosis
SHOW,2019,40,1.0,6.6,3568.0,4.47,6.8,US,1,reality,5,tidying up with marie kondo
SHOW,2020,38,2.0,6.9,4505.0,45.91,7.5,US,1,drama,13,selena: the series
SHOW,2019,13,4.0,6.7,194.0,7.24,7.4,US,1,animation,25,lego city adventures
SHOW,2020,25,1.0,7.5,16978.0,16.738,8.2,US,1,drama,13,dash & lily
SHOW,2019,25,4.0,7.9,5744.0,16.916,8.1,US,1,animation,25,carmen sandiego
SHOW,2019,61,2.0,6.5,7526.0,23.996,7.7,ES,1,drama,49,toy boy
SHOW,2019,63,1.0,8.2,7982.0,29.264,8.475,KR,1,drama,53,vagabond
SHOW,2020,20,1.0,7.9,6318.0,4.316,7.5,AU,1,comedy,26,aunty donna's big ol house of fun
SHOW,2020,48,1.0,8.2,18134.0,12.662,7.3,SE,1,drama,76,caliphate
SHOW,2020,24,1.0,8.2,1475.0,7.437,8.6,CN,2,scifi,79,heaven official's blessing
SHOW,2019,20,1.0,6.9,598.0,1.4,7.2,US,1,comedy,1,astronomy club: the sketch show
SHOW,2020,52,1.0,7.4,6723.0,9.697,8.0,US,1,drama,13,grand army
SHOW,2020,50,1.0,7.3,3646.0,4.72,8.0,US,1,reality,5,next in fashion
SHOW,2019,22,2.0,6.6,1196.0,5.056,6.5,KR,1,drama,53,persona
SHOW,2020,67,1.0,7.4,16934.0,7.173,7.4,US,1,documentation,35,killer inside: the mind of aaron hernandez
SHOW,2019,86,1.0,7.4,287.0,0.699,10.0,US,1,documentation,35,garth brooks: the road i'm on
SHOW,2020,42,2.0,6.8,9577.0,11.461,7.5,DE,1,drama,68,biohackers
SHOW,2019,40,1.0,4.6,16918.0,16.064,5.66,US,1,drama,13,the i-land
SHOW,2019,22,2.0,8.0,5312.0,9.751,7.8,US,1,documentation,35,"the mind, explained"
SHOW,2019,24,1.0,7.8,2038.0,9.913,7.4,JP,1,scifi,11,carole & tuesday
SHOW,2019,80,3.0,8.3,4351.0,16.156,8.114,KR,1,drama,53,arthdal chronicles
SHOW,2019,28,2.0,8.1,2631.0,13.878,8.6,US,1,animation,25,green eggs and ham
SHOW,2020,45,1.0,7.8,6927.0,14.707,7.1,US,1,documentation,35,challenger: the final flight
SHOW,2020,44,1.0,7.2,3446.0,4.465,7.4,US,1,crime,20,unabomber: in his own words
SHOW,2020,25,2.0,7.4,776.0,1.366,8.0,US,1,documentation,35,song exploder
SHOW,2019,24,2.0,5.9,314.0,10.237,7.0,US,1,action,10,dragons: rescue riders
SHOW,2020,51,1.0,6.2,739.0,7.036,7.0,TW,2,drama,38,the ghost bride
SHOW,2019,25,2.0,6.3,1420.0,32.402,8.0,JP,1,scifi,11,7seeds
SHOW,2019,29,3.0,7.1,6857.0,7.974,7.7,US,1,comedy,1,mr. iglesias
SHOW,2020,27,2.0,8.4,1118.0,8.164,8.5,PH,1,drama,-1,gameboys
SHOW,2020,49,1.0,7.5,6128.0,19.173,7.1,US,1,action,10,the liberator
SHOW,2020,27,2.0,7.3,3966.0,29.598,8.0,US,1,comedy,1,the baby-sitters club
SHOW,2019,43,3.0,7.0,21802.0,16.327,7.7,TR,1,thriller,-1,the gift
SHOW,2019,23,2.0,5.2,2728.0,15.251,7.3,US,1,reality,5,prank encounters
SHOW,2019,26,2.0,7.0,10725.0,17.648,8.089,US,1,drama,13,trinkets
SHOW,2020,29,1.0,6.1,4546.0,20.607,6.8,JP,1,drama,9,ju-on: origins
SHOW,2019,66,1.0,7.6,2107.0,4.747,7.3,US,1,drama,13,dolly parton's heartstrings
SHOW,2020,41,1.0,6.1,10961.0,8.382,6.8,US,1,horror,-1,october faction
SHOW,2019,45,2.0,6.5,1638.0,14.23,6.6,ES,1,crime,80,hache
SHOW,2020,24,1.0,5.9,4203.0,9.85,6.7,US,1,comedy,1,medical police
SHOW,2020,73,1.0,7.8,109.0,15.464,8.0,KR,1,drama,53,my unfamiliar family
SHOW,2020,41,1.0,5.6,560.0,6.19,7.1,AR,1,crime,87,puerta 7
SHOW,2019,35,4.0,7.2,1358.0,13.206,8.4,US,1,animation,25,the last kids on earth
SHOW,2020,53,1.0,6.8,3506.0,21.052,7.1,ES,1,scifi,-1,the barrier
SHOW,2020,41,2.0,6.5,5701.0,24.53,7.5,ES,1,comedy,65,valeria
SHOW,2019,50,1.0,7.6,4560.0,10.26,7.4,FR,1,drama,51,the bonfire of destiny
SHOW,2020,30,2.0,7.3,2697.0,3.205,7.8,US,1,comedy,1,gentefied
SHOW,2020,70,1.0,8.0,2073.0,7.735,8.286,KR,1,drama,53,mystic pop-up bar
SHOW,2020,24,1.0,7.2,2605.0,18.263,8.4,JP,1,scifi,11,bna
SHOW,2019,74,1.0,8.1,1274.0,7.252,8.4,KR,1,thriller,60,designated survivor: 60 days
SHOW,2020,62,1.0,7.1,3172.0,2.792,7.3,US,1,crime,20,trial by media
SHOW,2019,24,1.0,6.6,1200.0,4.263,6.4,US,3,scifi,2,cannon busters
SHOW,2020,45,2.0,7.5,3673.0,13.922,7.4,BR,1,crime,-1,"good morning, verônica"
SHOW,2020,51,1.0,7.4,8129.0,10.486,7.7,US,1,comedy,1,aj and the queen
SHOW,2020,44,1.0,7.8,1006.0,3.433,7.9,US,1,documentation,35,chef's table: bbq
SHOW,2019,13,3.0,6.4,173.0,10.686,7.0,FR,2,animation,15,gigantosaurus
SHOW,2020,6,3.0,5.8,141.0,2.632,9.8,US,1,comedy,1,rainbow high
SHOW,2019,27,1.0,7.0,7431.0,5.235,7.2,GB,1,comedy,0,turn up charlie
SHOW,2019,33,3.0,7.4,4051.0,12.624,7.3,FR,1,comedy,17,family business
SHOW,2020,58,1.0,7.1,2926.0,8.046,6.6,FR,2,drama,51,the eddy
SHOW,2019,32,1.0,6.4,2020.0,1.443,6.2,US,1,documentation,35,kevin hart: don't f**k this up
SHOW,2020,45,1.0,6.7,9053.0,27.981,6.916,ES,1,crime,80,the mess you leave behind
SHOW,2019,62,1.0,7.6,581.0,1.923,6.6,AR,1,history,-1,"nisman. the prosecutor, the president and the spy"
SHOW,2020,46,2.0,7.5,14206.0,14.642,8.1,TR,1,drama,62,love 101
SHOW,2019,48,1.0,7.4,8984.0,4.44,7.3,US,1,crime,20,the confession killer
SHOW,2019,39,2.0,9.1,69316.0,9.584,8.3,IN,1,drama,54,kota factory
SHOW,2020,48,1.0,8.6,2311.0,6.268,6.8,US,1,documentation,35,lenox hill
SHOW,2020,27,3.0,5.6,1101.0,8.584,7.6,US,1,reality,5,dream home makeover
SHOW,2019,61,1.0,7.1,2127.0,7.573,7.4,ES,1,documentation,88,the alcàsser murders
SHOW,2019,55,1.0,6.6,10691.0,6.571,6.8,GB,1,crime,46,the disappearance of madeleine mccann
SHOW,2020,44,1.0,7.5,1724.0,4.812,8.2,US,1,documentation,35,connected
SHOW,2019,19,2.0,8.1,804.0,7.564,8.8,AU,1,comedy,26,the inbestigators
SHOW,2020,46,2.0,6.7,1834.0,4.268,7.3,IL,1,crime,-1,black space
SHOW,2019,54,3.0,6.4,1420.0,3.167,6.9,GB,1,reality,18,interior design masters
SHOW,2019,29,2.0,5.9,2920.0,11.386,7.1,US,1,comedy,1,no good nick
SHOW,2020,22,2.0,6.8,4100.0,7.172,7.0,GB,1,documentation,64,history 101
SHOW,2019,25,2.0,7.5,2983.0,12.449,7.3,CA,1,animation,12,trailer park boys: the animated series
SHOW,2020,42,1.0,7.3,2561.0,22.871,7.3,CO,1,crime,42,the great heist
SHOW,2020,30,3.0,7.4,765.0,3.051,7.1,ES,1,documentation,88,the least expected day: inside the movistar team 2019
SHOW,2020,53,1.0,7.6,2511.0,24.845,8.6,KR,1,drama,53,my holo love
SHOW,2020,29,1.0,5.7,4389.0,7.928,6.9,NL,1,thriller,-1,ares
SHOW,2019,63,1.0,8.0,5278.0,15.982,8.076,KR,1,drama,53,romance is a bonus book
SHOW,2019,44,2.0,5.7,701.0,7.873,8.2,BR,1,thriller,-1,the chosen one
SHOW,2019,29,2.0,7.7,13794.0,8.298,7.3,NO,1,comedy,-1,home for christmas
SHOW,2019,35,2.0,8.5,19158.0,11.392,8.2,IN,1,drama,54,delhi crime
SHOW,2019,27,2.0,6.5,512.0,13.06,7.0,US,1,family,4,pup academy
SHOW,2020,9,1.0,5.7,931.0,0.6,10.0,KR,1,thriller,60,the possessed
SHOW,2019,24,6.0,5.7,1467.0,57.899,6.946,US,1,family,4,fast & furious spy racers
SHOW,2019,178,1.0,7.6,524.0,2.626,8.7,MX,1,documentation,-1,1994
SHOW,2020,93,2.0,8.8,5099.0,27.612,8.983,KR,1,drama,53,hospital playlist
SHOW,2020,34,1.0,7.4,1395.0,8.281,6.8,US,1,documentation,35,the playbook
SHOW,2020,37,1.0,5.7,4055.0,3.447,6.4,US,1,documentation,35,100 humans: life's questions. answered.
SHOW,2020,26,1.0,6.4,2992.0,11.82,7.3,JP,1,action,7,japan sinks: 2020
SHOW,2020,49,1.0,7.1,9461.0,4.87,6.9,GB,1,documentation,64,the ripper
SHOW,2019,50,1.0,7.6,1711.0,3.109,7.6,BR,1,documentation,81,killer ratings
SHOW,2020,49,1.0,6.3,512.0,4.759,7.9,TW,1,drama,38,detention
SHOW,2020,43,2.0,5.9,1240.0,2.243,7.5,ZA,1,thriller,-1,queen sono
SHOW,2020,44,1.0,6.5,3596.0,12.757,6.8,GB,1,documentation,64,alien worlds
SHOW,2020,45,2.0,7.9,22274.0,14.297,7.2,TR,1,drama,62,rise of empires: ottoman
SHOW,2019,8,1.0,7.6,1766.0,1.065,7.4,GB,1,documentation,64,losers
