type,release_year,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,dbscan_clusters,name
SHOW,2022,48,1.0,6.7,11145.0,4.766,7.7,TR,1,comedy,-1,the life and movies of erşan kuneri
SHOW,2021,44,1.0,6.9,1131.0,3.364,7.6,CA,1,music,-1,this is pop
SHOW,2022,36,1.0,5.6,961.0,159.929,7.2,BR,1,comedy,83,maldivas
SHOW,2022,48,1.0,5.6,281.0,7.658,7.8,BR,1,drama,77,summer heat
SHOW,2021,24,1.0,6.4,1546.0,2.882,7.7,AU,1,comedy,26,why are you like this?
SHOW,2022,55,1.0,6.6,3158.0,31.57,7.316,BR,2,documentation,81,neymar: the perfect chaos
SHOW,2021,27,1.0,6.1,869.0,8.506,6.8,AU,1,drama,14,dive club
SHOW,2021,12,1.0,7.4,2319.0,19.939,8.2,ES,1,drama,49,elite short stories: guzmán caye rebe
SHOW,2022,9,1.0,5.7,202.0,3.207,5.7,US,1,family,4,trivia quest
SHOW,2022,50,1.0,7.2,1114.0,1.621,1.0,DE,1,reality,-1,queer eye germany
SHOW,2022,30,1.0,6.5,209.0,1.302,6.7,IT,1,comedy,-1,alessandro cattelan: one simple question
SHOW,2021,33,2.0,5.7,444.0,82.278,7.3,MX,1,comedy,75,the war next-door
SHOW,2021,65,1.0,8.8,2179.0,15.637,8.5,KR,1,drama,53,navillera
SHOW,2022,30,1.0,5.4,496.0,73.753,7.5,ES,1,scifi,-1,once upon a time... happily never after
SHOW,2021,46,1.0,7.0,4129.0,4.575,7.3,SE,1,drama,76,the unlikely murderer
SHOW,2021,22,3.0,7.9,1414.0,13.314,8.8,US,1,comedy,1,kid cosmic
SHOW,2022,24,1.0,6.2,159.0,116.587,7.563,US,1,animation,25,the boss baby: back in the crib
SHOW,2021,31,1.0,6.4,1550.0,2.428,6.0,IN,1,drama,54,feels like ishq
SHOW,2021,34,2.0,6.7,1317.0,6.262,7.4,US,1,documentation,35,the world's most amazing vacation rentals
SHOW,2021,11,1.0,2.0,555.0,1.287,8.0,US,1,animation,25,thomas & friends: all engines go!
SHOW,2021,19,1.0,6.8,466.0,3.01,8.3,US,1,documentation,35,headspace guide to sleep
SHOW,2021,30,1.0,7.8,848.0,2.461,7.8,ZA,1,documentation,-1,penguin town
SHOW,2021,12,3.0,5.8,156.0,11.039,7.0,US,1,animation,25,karma's world
SHOW,2021,22,1.0,7.1,609.0,7.154,7.4,US,1,family,4,dogs in space
SHOW,2021,13,1.0,6.2,704.0,49.804,6.9,ES,1,comedy,65,elite short stories: phillipe caye felipe
SHOW,2021,19,1.0,5.2,569.0,3.268,7.4,US,1,comedy,1,adventure beast
SHOW,2022,37,1.0,6.6,518.0,1.766,6.0,SG,1,documentation,-1,midnight asia: eat · dance · dream
SHOW,2021,49,1.0,7.5,663.0,2.681,9.2,PT,1,drama,-1,until life do us part
SHOW,2021,12,1.0,6.1,737.0,51.19,7.3,ES,1,comedy,65,elite short stories: patrick
SHOW,2021,12,1.0,7.3,1952.0,21.175,7.6,ES,1,drama,49,elite short stories: omar ander alexis
SHOW,2022,32,1.0,2.1,2915.0,3.204,5.8,US,1,reality,5,hype house
SHOW,2021,44,1.0,5.7,2392.0,5.661,7.4,AT,2,drama,-1,kitz
SHOW,2021,45,1.0,7.8,30.0,1.39,6.0,TH,1,drama,74,i need romance
SHOW,2021,39,1.0,6.9,1813.0,63.62,7.4,MX,1,drama,39,the five juanas
SHOW,2021,27,1.0,6.5,5528.0,9.56,7.1,US,1,comedy,1,the crew
SHOW,2021,13,1.0,7.1,1271.0,6.598,7.1,ES,1,drama,49,the time it takes
SHOW,2021,14,1.0,6.9,2685.0,43.992,7.6,ES,1,drama,49,elite short stories: carla samuel
SHOW,2021,50,1.0,6.4,721.0,4.545,8.1,IT,1,drama,72,luna park
SHOW,2022,51,1.0,5.0,339.0,4.011,6.7,US,1,drama,13,savage beauty
SHOW,2021,40,1.0,4.5,797.0,1.82,10.0,US,1,reality,5,selling tampa
SHOW,2021,43,1.0,7.4,4119.0,31.152,7.1,US,1,documentation,35,age of samurai: battle for japan
SHOW,2021,25,2.0,7.2,82.0,4.775,8.5,KR,1,animation,34,octonauts: above & beyond
SHOW,2021,69,3.0,6.6,467.0,24.115,6.3,KR,1,drama,53,love (ft. marriage and divorce)
SHOW,2021,34,1.0,5.5,332.0,2.146,5.6,US,1,reality,5,titletown high
SHOW,2021,35,1.0,7.9,1724.0,8.719,8.2,KR,1,comedy,29,mad for each other
SHOW,2021,24,1.0,6.8,3432.0,4.962,7.8,US,1,drama,13,country comfort
SHOW,2022,61,1.0,6.4,525.0,5.81,6.4,BR,1,documentation,81,hei$t: the great robbery of brazil's central bank
SHOW,2021,31,1.0,8.0,6379.0,3.252,8.2,IN,1,comedy,90,decoupled
SHOW,2021,11,1.0,6.2,1907.0,24.675,7.5,ES,1,drama,49,elite short stories: nadia guzmán
SHOW,2021,2,1.0,8.1,366.0,3.148,8.6,JP,1,animation,8,pui pui molcar
SHOW,2021,32,1.0,6.3,282.0,3.255,6.3,US,1,documentation,35,cat people
SHOW,2021,12,1.0,6.1,666.0,41.801,7.0,ES,1,comedy,65,elite short stories: samuel omar
SHOW,2021,53,1.0,6.8,733.0,3.625,8.7,US,1,documentation,35,human: the world within
SHOW,2021,19,1.0,6.1,10.0,2.639,7.3,FR,1,animation,15,city of ghosts
SHOW,2022,25,1.0,6.9,73.0,7.226,6.0,US,1,animation,25,transformers: botbots
SHOW,2021,42,1.0,7.4,8396.0,5.689,7.4,TR,1,drama,62,fatma
SHOW,2021,28,2.0,6.8,149.0,2.807,7.0,US,1,family,4,"ada twist, scientist"
SHOW,2022,29,1.0,6.6,104.0,2.232,10.0,CA,1,comedy,21,super pupz
SHOW,2021,23,1.0,5.2,1078.0,4.578,6.5,US,1,reality,5,cooking with paris
SHOW,2021,24,2.0,7.0,191.0,8.592,8.8,US,1,animation,25,go dog go
SHOW,2022,23,1.0,5.8,140.0,9.568,8.0,AU,1,drama,14,maverix
SHOW,2021,40,1.0,5.5,1207.0,1.772,7.0,US,1,reality,5,my unorthodox life
SHOW,2021,45,1.0,6.5,1366.0,5.703,7.3,AR,1,crime,87,the kingdom
SHOW,2021,5,1.0,3.6,738.0,1.43,4.5,US,1,animation,25,we the people
SHOW,2021,30,1.0,7.3,1193.0,12.989,7.8,ES,2,animation,78,a tale dark & grimm
SHOW,2021,56,1.0,6.1,445.0,3.182,6.4,BR,1,reality,89,love is blind: brazil
SHOW,2021,28,1.0,5.9,702.0,3.722,5.6,US,1,reality,5,tattoo redo
SHOW,2021,45,2.0,7.9,371.0,1.63,9.5,LB,1,drama,-1,2020
SHOW,2021,37,1.0,6.2,1301.0,3.832,7.5,US,1,documentation,35,naomi osaka
SHOW,2021,41,1.0,6.1,671.0,3.65,7.0,FR,1,action,28,dealer
SHOW,2022,51,1.0,7.1,4976.0,2.448,7.6,TR,1,drama,62,wild abandon
SHOW,2021,48,1.0,7.1,710.0,2.744,8.0,BE,1,comedy,-1,soil
SHOW,2021,61,2.0,7.1,1608.0,4.016,8.3,KR,1,reality,-1,single’s inferno
SHOW,2022,29,1.0,8.5,88.0,21.913,7.0,US,1,animation,25,the creature cases
SHOW,2021,50,1.0,5.7,728.0,7.289,6.9,FR,1,romance,-1,christmas flow
SHOW,2021,48,2.0,7.3,5863.0,12.219,7.4,JO,1,drama,-1,alrawabi school for girls
SHOW,2022,57,1.0,5.0,867.0,6.182,8.7,US,2,drama,13,blood sisters
SHOW,2021,44,1.0,6.5,5052.0,11.407,7.6,PL,1,comedy,-1,sexify
SHOW,2021,71,1.0,4.0,27566.0,6.51,8.7,KR,1,family,-1,racket boys
SHOW,2021,34,2.0,6.8,129.0,2.677,8.5,JP,1,reality,61,the future diary
SHOW,2021,59,1.0,7.1,8795.0,5.791,6.8,IN,1,drama,54,ray
SHOW,2021,14,2.0,6.4,355.0,5.835,7.5,US,1,comedy,1,johnny test
SHOW,2021,38,2.0,7.2,1812.0,63.194,7.5,MX,1,romance,-1,daughter from another mother
SHOW,2021,69,1.0,7.4,597.0,3.911,8.1,KR,1,drama,53,you are my spring
SHOW,2022,35,1.0,7.1,120.0,0.736,7.0,US,1,documentation,35,johnny hallyday: beyond rock
SHOW,2022,23,1.0,6.7,1680.0,6.09,6.4,IN,1,comedy,90,eternally confused and eager for love
SHOW,2021,24,1.0,5.6,1302.0,6.765,7.6,IT,1,scifi,-1,zero
SHOW,2022,33,1.0,6.3,123.0,1.639,8.0,US,1,animation,25,battle kitty
SHOW,2021,65,1.0,8.0,2161.0,8.117,8.2,KR,1,crime,57,law school
SHOW,2021,28,3.0,4.6,232.0,9.494,8.0,US,1,animation,25,ridley jones
SHOW,2021,62,1.0,7.2,582.0,8.511,7.5,KR,1,comedy,29,"hello, me!"
SHOW,2021,29,1.0,6.2,342.0,3.012,7.3,MX,1,comedy,75,everything will be fine
SHOW,2022,43,1.0,6.1,907.0,27.937,6.5,JP,1,drama,9,fishbowl wives
SHOW,2022,21,1.0,6.3,33.0,10.972,8.3,US,1,comedy,1,barbie: it takes two
SHOW,2021,65,1.0,6.7,108.0,4.859,9.0,TH,1,drama,74,let's fight ghost
SHOW,2022,27,1.0,5.6,94.0,3.344,6.0,MA,5,comedy,-1,"love, life & everything in between"
SHOW,2022,28,2.0,6.3,86.0,5.8,8.2,US,1,family,4,action pack
SHOW,2022,38,1.0,6.3,28.0,82.74,7.7,CO,1,drama,32,savage rhythm
SHOW,2022,53,1.0,6.9,560.0,2.177,5.0,ES,1,documentation,88,800 meters
SHOW,2021,44,1.0,6.8,1056.0,3.793,6.9,US,1,documentation,35,myth and mogul: john delorean
SHOW,2021,70,1.0,7.5,291.0,1.265,5.0,US,1,reality,5,my love: six stories of true love
SHOW,2022,31,1.0,6.8,964.0,2.556,7.1,IT,1,comedy,-1,framed! a sicilian murder mystery
SHOW,2021,36,1.0,6.5,892.0,5.511,7.0,US,1,documentation,35,canine intervention
SHOW,2021,25,1.0,6.2,631.0,2.407,7.8,US,1,documentation,35,"fresh, fried & crispy"
SHOW,2021,15,1.0,6.9,216.0,3.874,8.2,US,1,animation,25,i heart arlo
SHOW,2021,49,1.0,5.9,2152.0,5.124,6.4,BR,1,crime,-1,elize matsunaga: once upon a crime
SHOW,2021,47,1.0,5.6,189.0,243.02,7.8,CO,1,crime,42,the snitch cartel: origins
SHOW,2021,30,1.0,6.7,313.0,2.484,7.0,US,1,documentation,35,worn stories
SHOW,2022,28,1.0,7.3,26.0,1.556,3.8,IT,1,family,-1,di4ri
SHOW,2021,56,1.0,5.4,457.0,8.147,7.1,BR,1,reality,89,too hot to handle: brazil
SHOW,2021,30,2.0,6.6,355.0,1.554,6.7,US,1,reality,5,swap shop
SHOW,2021,29,1.0,6.2,349.0,7.585,6.9,US,1,scifi,2,scaredy cats
SHOW,2021,49,1.0,5.2,4884.0,2.475,8.3,IN,1,drama,54,bombay begums
SHOW,2022,0,1.0,7.7,59.0,5.668,6.6,MX,1,drama,39,pedal to metal
SHOW,2021,34,1.0,5.3,579.0,71.946,7.3,MX,1,horror,-1,haunted: latin america
SHOW,2021,63,1.0,7.1,828.0,1.546,5.3,GB,1,comedy,0,russell howard: lubricant
SHOW,2021,45,1.0,5.2,308.0,4.707,6.8,BE,2,drama,-1,coyotes
SHOW,2021,52,1.0,7.1,1138.0,25.704,7.7,MX,1,drama,39,somos.
SHOW,2021,36,1.0,5.4,284.0,12.408,7.3,MX,1,reality,-1,too hot to handle: latino
SHOW,2021,67,1.0,7.5,78.0,3.202,7.0,TH,1,action,-1,remember you
SHOW,2021,41,1.0,5.5,267.0,13.142,7.8,ZA,1,drama,-1,jiva!
SHOW,2021,33,1.0,5.7,561.0,2.822,6.3,US,1,reality,5,metal shop masters
SHOW,2021,37,1.0,5.4,87.0,0.76,3.0,DE,1,comedy,85,your life is a joke
SHOW,2021,59,3.0,7.4,1054.0,17.328,8.9,TW,1,drama,38,light the night
SHOW,2021,30,1.0,4.9,720.0,1.425,5.0,CA,1,reality,66,motel makeover
SHOW,2022,43,1.0,4.4,417.0,5.222,9.3,ZA,1,reality,-1,"young, famous & african"
SHOW,2022,30,1.0,5.9,131.0,5.03,8.4,ES,1,drama,49,secrets of summer
SHOW,2021,63,1.0,6.8,1267.0,2.99,7.4,ES,1,crime,80,where is marta?
SHOW,2021,49,1.0,6.9,5645.0,7.607,7.5,TR,1,comedy,-1,50m2
SHOW,2022,25,1.0,4.2,130.0,2.507,9.4,BR,1,comedy,83,smother-in-law
SHOW,2021,63,1.0,7.5,243.0,3.132,8.0,KR,1,reality,-1,the hungry and the hairy
SHOW,2021,50,1.0,6.5,826.0,1.812,7.8,BR,1,crime,-1,john of god: the crimes of a spiritual healer
SHOW,2022,42,1.0,5.2,187.0,2.052,10.0,ZA,2,crime,-1,senzo: murder of a soccer star
SHOW,2021,32,1.0,5.9,462.0,2.018,1.5,US,1,reality,5,twenty somethings: austin
SHOW,2022,47,1.0,5.9,453.0,2.052,5.7,US,1,documentation,35,race: bubba wallace
SHOW,2021,41,1.0,8.0,1641.0,3.996,8.5,EG,1,drama,-1,newton's cradle
SHOW,2021,35,1.0,6.9,690.0,3.028,7.7,US,1,family,4,bake squad
SHOW,2021,28,1.0,7.3,479.0,2.959,6.9,US,1,family,4,waffles + mochi
SHOW,2021,40,1.0,5.1,442.0,2.338,10.0,US,1,reality,5,marriage or mortgage
SHOW,2021,45,1.0,8.1,474.0,14.338,9.0,CN,1,drama,45,the rational life
SHOW,2021,47,1.0,7.1,983.0,1.246,7.5,IN,1,documentation,-1,crime stories: india detectives
SHOW,2021,26,1.0,4.1,1882.0,7.369,7.5,US,1,comedy,1,dad stop embarrassing me!
SHOW,2021,46,1.0,7.4,216.0,1.71,7.5,IT,1,documentation,-1,stories of a generation - with pope francis
SHOW,2021,26,1.0,7.0,6.0,4.271,5.0,TW,1,action,-1,brave animated series
SHOW,2022,20,1.0,7.8,33.0,2.104,7.0,US,1,action,10,team zenko go
SHOW,2022,49,1.0,6.2,26.0,1.011,10.0,BR,1,reality,89,the big shot game show
SHOW,2021,25,1.0,7.2,350.0,1.884,7.7,US,1,reality,5,buried by the bernards
SHOW,2021,41,1.0,6.6,214.0,1.96,7.0,US,1,documentation,35,jailbirds new orleans
SHOW,2021,47,1.0,7.6,195.0,3.497,7.0,MX,1,crime,-1,reasonable doubt: a tale of two kidnappings
SHOW,2021,43,2.0,4.7,332.0,1.92,6.0,US,1,reality,5,the big day
SHOW,2022,26,1.0,2.0,3019.0,11.314,4.0,JP,1,drama,9,he's expecting
SHOW,2021,27,1.0,4.9,118.0,1.63,8.7,US,1,reality,5,pet stars
SHOW,2021,38,1.0,6.9,674.0,1.159,8.0,ES,1,documentation,88,"nevenka, breaking the silence"
SHOW,2021,23,1.0,6.0,81.0,1.119,4.2,ES,1,reality,91,magic for humans spain
SHOW,2021,49,1.0,7.5,25.0,1.765,4.0,KR,1,documentation,-1,냉면 랩소디
SHOW,2021,60,1.0,5.8,294.0,28.627,7.0,TH,1,thriller,-1,bangkok breaking
SHOW,2021,15,2.0,6.3,324.0,3.432,6.7,PL,1,animation,-1,kayko and kokosh
SHOW,2021,34,1.0,5.8,3522.0,3.418,6.6,IN,1,drama,54,navarasa
SHOW,2021,25,1.0,6.9,151.0,0.856,10.0,US,1,reality,5,how to be a cowboy
SHOW,2021,25,1.0,6.5,446.0,1.4,8.5,EG,1,drama,-1,abla fahita: drama queen
SHOW,2022,39,1.0,2.6,498.0,1.658,6.0,AU,1,reality,43,byron baes
SHOW,2021,49,1.0,5.6,250.0,4.323,6.6,ES,1,reality,91,love never lies
SHOW,2021,33,1.0,5.0,87.0,1.525,10.0,US,1,comedy,1,the wedding coach
SHOW,2022,16,1.0,4.9,45.0,1.629,10.0,ZA,1,comedy,-1,only jokes allowed
SHOW,2021,47,1.0,6.5,162.0,2.523,10.0,US,1,documentation,35,we are: the brooklyn saints
SHOW,2021,49,1.0,8.3,2346.0,1.493,9.0,IN,1,documentation,-1,alma matters: inside the iit dream
SHOW,2021,37,1.0,5.1,738.0,1.4,5.5,IN,1,drama,54,pitta kathalu
SHOW,1934,19,26.0,8.6,1092.0,15.424,7.6,US,1,comedy,1,the three stooges
SHOW,1950,30,18.0,8.6,1563.0,87.392,6.9,US,1,reality,5,what's my line?
SHOW,1951,30,9.0,8.5,25944.0,17.088,8.1,US,1,comedy,1,i love lucy
SHOW,1968,29,31.0,8.7,8675.0,8.747,4.7,US,1,fantasy,71,mister rogers' neighborhood
SHOW,1971,23,6.0,7.9,2116.0,45.829,8.0,JP,1,scifi,11,lupin the third
SHOW,1966,24,12.0,8.1,4694.0,25.263,6.7,US,1,scifi,2,dark shadows
SHOW,1974,57,49.0,8.7,2725.0,71.043,7.1,US,1,documentation,35,nova
SHOW,1972,30,6.0,7.9,9354.0,10.412,7.5,US,1,comedy,1,sanford and son
SHOW,1975,25,11.0,7.5,9250.0,11.114,7.3,US,1,comedy,1,the jeffersons
SHOW,1968,54,22.0,8.3,243.0,10.063,8.5,GB,1,documentation,64,gardeners' world
SHOW,1978,25,8.0,6.6,11238.0,1.597,7.1,US,1,drama,13,diff'rent strokes
SHOW,1968,56,6.0,8.0,3090.0,7.815,7.2,US,1,comedy,1,rowan & martin's laugh-in
SHOW,1955,13,2.0,7.0,1493.0,4.508,5.2,US,1,comedy,1,the gumby show
SHOW,1953,30,11.0,7.1,1073.0,7.891,6.3,US,1,comedy,1,the danny thomas show
SHOW,1960,51,4.0,7.8,1697.0,7.797,6.2,US,1,drama,13,route 66
SHOW,1962,30,6.0,7.2,2797.0,8.858,7.5,US,1,comedy,1,the lucy show
SHOW,1958,30,8.0,7.4,1616.0,21.518,6.3,US,1,comedy,1,the donna reed show
SHOW,1953,30,8.0,7.7,253.0,2.477,6.0,US,1,drama,13,letter to loretta
SHOW,1968,30,6.0,6.8,1584.0,7.342,7.3,US,1,comedy,1,here's lucy
SHOW,1976,52,2.0,8.3,1375.0,3.741,8.2,GB,1,drama,41,the duchess of duke street
SHOW,1974,153,1.0,7.7,786.0,1.924,8.5,US,1,drama,13,qb vii
SHOW,1980,57,2.0,9.2,279.0,1.4,7.8,US,1,documentation,35,free to choose
SHOW,1978,63,1.0,7.6,224.0,2.351,7.7,GB,1,drama,41,disraeli
SHOW,1958,28,1.0,8.0,383.0,5.705,7.5,US,1,western,70,yancy derringer
SHOW,1956,29,7.0,7.7,482.0,2.983,7.8,US,1,reality,5,to tell the truth
SHOW,1960,30,1.0,8.2,218.0,2.34,7.0,US,1,western,70,the westerner
SHOW,1978,23,1.0,7.2,179.0,5.519,8.6,JP,1,scifi,11,message from space: galactic wars
SHOW,1976,25,2.0,7.0,331.0,2.731,6.0,US,1,comedy,1,c.p.o. sharkey
SHOW,1978,24,6.0,6.8,445.0,0.811,7.0,US,1,family,4,card sharks
SHOW,1965,19,1.0,7.0,334.0,3.11,10.0,US,1,comedy,1,the new 3 stooges
SHOW,1974,30,4.0,7.6,48.0,0.98,6.0,US,1,comedy,1,tattletales
SHOW,1989,24,6.0,8.4,9794.0,14.945,7.7,CA,1,comedy,21,the kids in the hall
SHOW,1990,21,3.0,8.6,114774.0,31.763,7.9,GB,1,comedy,0,mr. bean
SHOW,1983,23,3.0,7.5,18355.0,25.159,7.3,US,1,action,10,he-man and the masters of the universe
SHOW,1983,28,16.0,8.4,4618.0,2.832,8.8,US,1,family,4,reading rainbow
SHOW,1984,10,24.0,6.5,4948.0,49.384,6.6,GB,1,family,40,thomas & friends
SHOW,1989,46,11.0,5.3,27179.0,59.02,5.7,US,1,action,10,baywatch
SHOW,1988,24,35.0,5.1,5942.0,77.918,6.2,AU,1,drama,14,home and away
SHOW,1990,54,3.0,8.5,14304.0,14.634,8.3,GB,1,war,67,house of cards
SHOW,1985,22,3.0,6.7,6128.0,17.018,7.6,US,1,animation,25,she-ra: princess of power
SHOW,1984,24,3.0,7.9,4740.0,14.719,8.0,US,2,scifi,2,voltron: defender of the universe
SHOW,1988,24,2.0,8.8,4478.0,34.244,8.2,GB,2,action,22,the storyteller
SHOW,1990,22,7.0,7.2,4503.0,7.875,7.0,US,1,animation,25,bobby's world
SHOW,1985,24,5.0,6.6,3380.0,7.221,7.0,US,1,comedy,1,227
SHOW,1984,28,9.0,8.4,25098.0,23.975,7.9,GB,1,war,67,'allo 'allo!
SHOW,1986,9,6.0,7.4,6678.0,37.099,6.8,CH,2,comedy,-1,pingu
SHOW,1987,21,34.0,3.3,7627.0,260.884,5.8,US,1,drama,13,the bold and the beautiful
SHOW,1985,51,1.0,7.1,183.0,5.285,3.3,US,1,comedy,1,tall tales & legends
SHOW,1987,10,13.0,6.1,1759.0,25.697,7.3,GB,1,comedy,0,fireman sam
SHOW,1987,43,1.0,7.7,535.0,3.769,9.0,AU,1,war,-1,vietnam
SHOW,1989,24,6.0,6.6,5.0,3.894,6.7,CA,2,animation,12,babar
SHOW,1985,61,1.0,7.1,517.0,3.633,6.0,GB,2,drama,41,mussolini: the untold story
SHOW,1986,29,1.0,7.2,73.0,0.6,7.0,GB,1,scifi,23,alice in wonderland
SHOW,1989,24,6.0,7.8,920.0,3.555,6.6,GB,1,comedy,0,desmond's
SHOW,1983,27,3.0,7.5,699.0,5.072,8.8,US,1,comedy,1,press your luck
SHOW,1989,100,1.0,5.6,153.0,1.37,2.0,GB,1,drama,41,act of will
SHOW,1987,23,1.0,6.9,440.0,2.353,8.5,US,1,animation,25,my pet monster
SHOW,1990,15,15.0,7.3,138.0,1.4,6.5,GB,1,documentation,64,how 2
SHOW,1986,22,1.0,8.6,256.0,6.706,7.3,MX,1,drama,39,den of wolves
SHOW,1984,22,5.0,7.2,279.0,0.734,7.5,US,1,family,4,super password
SHOW,2000,48,42.0,7.4,24368.0,73.107,7.3,US,1,reality,5,survivor
SHOW,1999,19,13.0,8.2,94527.0,18.085,7.6,US,1,scifi,2,spongebob squarepants
SHOW,1997,52,7.0,8.3,142891.0,50.995,8.2,US,1,scifi,2,buffy the vampire slayer
SHOW,1997,22,24.0,7.6,172.0,138.135,7.6,JP,1,scifi,11,pokémon
SHOW,1999,48,5.0,8.3,36483.0,28.242,7.9,US,2,scifi,2,farscape
SHOW,1992,34,33.0,6.2,28.0,10.816,6.3,US,1,reality,5,the real world
SHOW,1999,22,1.0,6.1,2943.0,38.567,6.9,US,2,action,10,sonic underground
SHOW,1992,23,10.0,6.7,23155.0,17.895,6.4,US,1,comedy,1,mad about you
SHOW,1994,44,4.0,7.3,830.0,15.796,6.6,AU,1,western,-1,the man from snowy river
SHOW,1996,25,7.0,6.9,5829.0,31.754,7.9,US,1,comedy,1,blue's clues
SHOW,1993,22,4.0,6.2,3808.0,23.374,6.2,US,1,action,10,adventures of sonic the hedgehog
SHOW,1996,26,25.0,7.4,14014.0,24.827,7.0,CA,2,comedy,21,arthur
SHOW,2000,24,1.0,8.0,1884.0,11.242,8.3,JP,1,scifi,11,ghost stories
SHOW,2000,26,8.0,4.2,6454.0,65.679,6.1,US,1,action,10,dora the explorer
SHOW,1999,42,5.0,7.9,69430.0,63.127,8.0,US,1,scifi,2,angel
SHOW,1992,28,14.0,3.8,9955.0,46.955,5.0,US,1,family,4,barney & friends
SHOW,1993,22,3.0,7.5,1326.0,15.844,7.9,CA,2,scifi,6,tales from the cryptkeeper
SHOW,2000,56,19.0,7.9,559.0,5.725,6.1,GB,2,thriller,58,secrets of the dead
SHOW,1999,48,2.0,8.2,6724.0,12.578,8.2,GB,1,drama,41,queer as folk
SHOW,1995,49,3.0,7.8,1993.0,9.083,7.8,GB,1,drama,41,hamish macbeth
SHOW,1991,23,7.0,8.2,17859.0,25.766,8.0,US,4,action,10,the adventures of tintin
SHOW,1991,30,3.0,8.3,12964.0,8.327,8.1,GB,1,comedy,0,bottom
SHOW,1999,26,2.0,7.5,3096.0,7.836,6.1,CA,2,comedy,21,zoboomafoo
SHOW,1994,48,21.0,8.5,1499.0,3.039,7.5,GB,1,documentation,64,time team
SHOW,1998,24,10.0,3.9,3168.0,22.775,5.4,CA,1,family,84,caillou
SHOW,2000,21,3.0,5.3,150.0,8.58,6.7,US,1,animation,25,clifford the big red dog
SHOW,1996,21,6.0,5.7,3713.0,7.483,7.3,US,1,drama,13,moesha
SHOW,1998,34,4.0,8.2,7762.0,3.098,7.5,GB,1,comedy,0,the royle family
SHOW,1994,22,6.0,6.2,12535.0,12.029,7.6,US,1,comedy,1,"sister, sister"
SHOW,2000,47,1.0,6.6,226.0,2.533,7.2,US,1,action,10,call of the wild
SHOW,1999,25,1.0,8.4,3728.0,16.159,8.3,JP,1,drama,9,great teacher onizuka
SHOW,1998,21,6.0,6.3,2861.0,8.697,6.8,FR,4,animation,15,rolie polie olie
SHOW,1997,49,1.0,7.4,1109.0,4.553,7.7,GB,1,action,22,ivanhoe
SHOW,1999,21,3.0,7.0,1407.0,14.516,8.2,JP,1,animation,8,monster rancher
SHOW,1993,25,7.0,7.1,1571.0,2.685,8.0,CA,1,family,84,the big comfy couch
SHOW,1992,8,6.0,5.5,2828.0,11.056,4.9,AU,1,animation,-1,bananas in pyjamas
SHOW,1998,50,7.0,7.9,1145.0,3.258,7.3,US,1,documentation,35,the fbi files
SHOW,1997,44,2.0,6.7,119.0,8.092,8.0,AU,1,drama,14,big sky
SHOW,1997,62,1.0,7.7,807.0,2.353,7.0,GB,1,drama,41,the history of tom jones
SHOW,1994,24,2.0,7.7,889.0,27.056,8.6,JP,1,scifi,11,magic knight rayearth
SHOW,1998,45,2.0,7.4,346.0,6.593,9.0,CA,2,drama,19,little men
SHOW,1999,30,2.0,8.4,558.0,3.256,8.5,GB,1,comedy,0,people like us
SHOW,1991,24,6.0,7.0,1680.0,13.345,6.8,CA,1,fantasy,-1,rupert
SHOW,1996,27,1.0,8.2,251.0,1.96,8.3,US,2,family,4,kratts' creatures
SHOW,1998,50,2.0,7.1,145.0,2.612,5.0,GB,1,drama,41,the ambassador
SHOW,1991,24,1.0,6.5,514.0,3.163,7.0,US,1,animation,25,toxic crusaders
SHOW,1998,51,1.0,6.5,108.0,2.461,6.0,AU,1,drama,14,a difficult woman
SHOW,1996,26,2.0,6.6,173.0,4.423,10.0,US,1,animation,25,the wubbulous world of dr. seuss
SHOW,1991,24,1.0,8.1,1711.0,0.0001636368319856,8.2,US,1,drama,13,jim henson's the storyteller: greek myths
SHOW,1994,92,1.0,6.6,547.0,3.484,7.0,US,1,war,48,world war ii: when lions roared
SHOW,1998,10,2.0,7.8,350.0,2.326,8.0,GB,1,animation,3,rex the runt
SHOW,1994,48,2.0,8.0,98.0,2.33,5.0,GB,1,comedy,0,the tales of para handy
SHOW,2000,21,2.0,6.6,478.0,3.833,5.7,CA,2,animation,12,timothy goes to school
SHOW,1993,26,1.0,7.2,453.0,1.124,8.0,JP,1,scifi,11,dragon half
SHOW,2010,58,6.0,8.7,197744.0,57.029,8.1,GB,1,drama,41,downton abbey
SHOW,2005,24,9.0,8.3,661972.0,153.898,8.2,US,1,comedy,1,how i met your mother
SHOW,2004,44,8.0,8.7,448480.0,286.211,8.6,US,1,drama,13,house
SHOW,2001,24,9.0,8.4,251172.0,73.23,8.0,US,1,comedy,1,scrubs
SHOW,2006,53,8.0,8.7,711566.0,81.642,8.2,US,1,drama,13,dexter
SHOW,2009,23,6.0,8.5,252564.0,48.311,8.0,US,1,comedy,1,community
SHOW,2009,28,2.0,8.3,30771.0,14.634,7.6,US,1,comedy,1,party down
SHOW,2006,44,8.0,8.4,95103.0,53.348,7.8,US,1,drama,13,psych
SHOW,2002,43,8.0,8.0,73388.0,93.597,7.9,US,1,drama,13,monk
SHOW,2004,7,7.0,6.3,4839.0,96.961,6.7,GB,1,animation,3,peppa pig
